"day","year","month","date","time","address","district","accident_types","suspect_vehicle","victim_vehicle"
"Wednesday","2020","2","4","8:30","perintis kemerdekaan","biringkanaya","TK","R2","R3"
"Tuesday","2020","2","5","7:30","perintis kemerdekaan","tamalanrea","TK","R2","R3"
"Wednesday","2020","2","6","3:28","letjen hertasning","rappocini","TK","R2","R3"
"Thursday","2020","2","7","8:30","cendrawasih","mariso","OC","R2","NOV"
"Friday","2020","2","5","15:30","boulevard","panakkukang","TL","R3","R2"
"Wednesday","2020","2","6","12:00","daeng tata raya i","tamalate","TL","R3","R2"
"Thursday","2020","2","8","12:00","toddopuli x","manggala","TL","R3","R2"
"Saturday","2020","2","9","12:30","insinyur sutami","tamalanrea","TK","TR","TR"
"Sunday","2020","2","8","23:25","pate'ne","biringkanaya","TL","R2","R2"
"Saturday","2020","2","8","11:00","toddopuli v","panakkukang","TK","R2","R2"
"Saturday","2020","2","8","8:45","antang raya","manggala","TL","R2","NOV"
"Saturday","2020","2","10","7:30","faisal xvii","rappocini","TK","R2","R3"
"Monday","2020","2","10","14:00","pannampu","tallo","TL","R2","R2"
"Monday","2020","1","10","12:30","perintis kemerdekaan","tamalanrea","TK","R2","R3"
"Friday","2020","2","11","21:30","andalas","bontoala","TL","R3","R3"
"Tuesday","2020","2","7","15:30","somba opu","ujung pandang","TL","R2","NOV"
"Friday","2020","1","11","23:30","haji bau","mariso","TL","R3","R2"
"Saturday","2020","2","12","4:00","tol reformasi","tamalanrea","T","R3","NOV"
"Wednesday","2020","2","12","23:30","urip sumuharjo","panakkukang","TK","R3","R3"
"Wednesday","2020","2","10","16:15","batua raya","panakkukang","TK","R2","R2"
"Monday","2020","2","13","12:30","gunung bulusaraung","ujung pandang","TL","R3","R2"
"Thursday","2020","2","12","18:30","yusuf dg. ngawing","rappocini","OC","R2","NOV"
"Wednesday","2020","2","11","9:00","urip sumuharjo","panakkukang","TL","R2","NOV"
"Tuesday","2020","2","15","13:00","urip sumuharjo","makassar","TL","R2","NOV"
"Saturday","2020","2","15","5:30","urip sumuharjo","panakkukang","TM","R2","NOV"
"Saturday","2020","2","14","22:00","pettarani ii","panakkukang","TM","R2","NOV"
"Friday","2020","2","14","1:30","pettarani","tamalate","TL","R3","R2"
"Friday","2020","2","14","14:00","muh. tahir","tamalate","TK","R2","R2"
"Friday","2020","2","14","20:00","pettarani","tamalate","TK","R3","R2"
"Friday","2020","2","14","19:00","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Friday","2020","2","15","14:30","sam ratulangi","mariso","TK","R2","R2"
"Saturday","2020","2","14","18:30","perintis kemerdekaan","tamalanrea","TK","R2","R3"
"Friday","2020","2","15","16:30","insinyur sutami","biringkanaya","TL","R2","R2"
"Saturday","2020","2","15","21:30","perjanjian bungaya","tamalate","TK","R2","R2"
"Saturday","2020","2","16","15:30","pettarani iii","panakkukang","TL","R2","Rro"
"Sunday","2020","2","15","16:30","kotipa raya","biringkanaya","TL","R2","NOV"
"Saturday","2020","2","16","14:45","perintis kemerdekaan","tamalanrea","TK","R2","R3"
"Sunday","2020","2","18","19:45","metro tanjung bunga","tamalate","TL","R2","R2"
"Tuesday","2020","2","19","21:30","bumi raya","rappocini","OC","R2","NOV"
"Wednesday","2020","2","20","7:00","ampera","mariso","TL","R2","NOV"
"Thursday","2020","2","19","18:10","veteran selatan","mamajang","TL","R2","R2"
"Wednesday","2020","2","21","11:25","pengayoman","panakkukang","TK","R2","R3"
"Friday","2020","2","19","21:15","insinyur sutami","tallo","TM","R3","NOV"
"Wednesday","2020","2","22","5:20","gn. salahutu","makassar","TL","R2","R2"
"Saturday","2020","2","21","7:00","rajawali","mariso","TL","R3","R2"
"Friday","2020","2","22","13:15","perintis kemerdekaan","tamalanrea","TL","R3","R3"
"Saturday","2020","2","23","11:30","maccini gusung","makassar","TM","R3","NOV"
"Sunday","2020","2","22","10:15","botolempangan","ujung pandang","TK","R2","R3"
"Saturday","2020","2","23","1:00","perintis kemerdekaan","biringkanaya","T","R2","NOV"
"Sunday","2020","2","23","17:20","sultan alauddin","rappocini","TL","R2","R2"
"Sunday","2020","2","23","1:00","galangan kapal","tallo","TK","R2","R2"
"Sunday","2020","2","24","11:00","metro tanjung bunga","tamalate","T","R3","NOV"
"Monday","2020","2","24","16:00","abdul kadir","tamalate","TK","R3","R2"
"Monday","2020","2","25","8:00","sultan abdullah i","tallo","TM","R2","NOV"
"Tuesday","2020","2","25","19:15","sultan alauddin","tamalate","TK","R2","R3"
"Tuesday","2020","2","26","21:00","urip sumuharjo","panakkukang","TB","R3","R3"
"Wednesday","2020","2","25","16:30","veteran utara","bontoala","TK","R2","R2"
"Tuesday","2020","2","25","8:50","urip sumuharjo","panakkukang","TK","R2","R3"
"Tuesday","2020","2","26","6:15","perintis kemerdekaan","tamalanrea","TK","R2","R2"
"Wednesday","2020","2","27","14:30","g. batu putih","makassar","TK","R3","R3"
"Thursday","2020","2","26","16:00","profesor abdurrahman basalamah","panakkukang","TK","R3","R2"
"Wednesday","2020","2","27","9:30","perintis kemerdekaan","tamalanrea","TK","R3","R2"
"Thursday","2020","2","27","18:50","lanraki","biringkanaya","TK","R3","R2"
"Thursday","2020","2","25","13:00","tinumbu","tallo","TM","R2","NOV"
"Tuesday","2020","2","28","14:30","onta lama","mamajang","T","R2","NOV"
"Friday","2020","2","28","17:30","urip sumuharjo","panakkukang","TK","R2","R3"
"Friday","2020","2","29","12:00","andi mappaodang","tamalate","TK","R2","R2"
"Saturday","2020","2","28","15:30","urip sumuharjo","panakkukang","TL","R2","R2"
"Friday","2020","2","28","8:00","abdul kuddus","tamalate","TK","R2","NOV"
"Friday","2020","3","1","5:30","urip sumuharjo","panakkukang","TL","R2","R2"
"Sunday","2020","2","28","17:30","kerung-kerung","makassar","T","R2","R3"
"Friday","2020","2","28","13:20","raya baruga","manggala","TL","R2","R2"
"Friday","2020","2","29","7:00","boulevard","panakkukang","TK","R2","R2"
"Saturday","2020","2","27","15:30","nuri baru","mariso","TL","R2","NOV"
"Thursday","2020","3","2","11:00","galangan kapal","tallo","TM","R2","NOV"
"Monday","2020","3","2","19:30","datuk ditiro","tallo","TK","R2","R2"
"Monday","2020","3","2","14:30","teuku umar raya","tallo","TK","R2","TR"
"Monday","2020","3","2","14:30","perintis kemerdekaan","biringkanaya","TL","R2","R2"
"Monday","2020","3","3","12:05","urip sumuharjo","panakkukang","TK","R2","M"
"Tuesday","2020","3","3","11:05","veteran selatan","mamajang","TM","R2","NOV"
"Tuesday","2020","3","3","8:20","insinyur sutami","tamalanrea","TK","R2","TR"
"Tuesday","2020","2","6","17:00","perintis kemerdekaan","tamalanrea","T","R3","NOV"
"Thursday","2020","3","4","16:00","pettarani","panakkukang","TL","R3","NOV"
"Wednesday","2020","3","4","9:00","boulevard","panakkukang","TL","R3","R3"
"Wednesday","2020","3","4","2:00","perintis kemerdekaan","biringkanaya","TK","R2","R3"
"Wednesday","2020","3","5","3:15","insinyur sutami","biringkanaya","TL","R2","R2"
"Thursday","2020","3","5","4:00","urip sumuharjo","panakkukang","TL","R2","NOV"
"Thursday","2020","3","5","1:20","pettarani","rappocini","OC","R2","NOV"
"Thursday","2020","3","5","9:30","serigala","mamajang","T","R2","R3"
"Thursday","2020","3","7","21:00","g. batu putih","ujung pandang","TK","R3","R2"
"Saturday","2020","3","7","20:30","bali","wajo","TK","R2","R3"
"Saturday","2020","2","29","17:00","malengkeri","tamalate","TB","R2","R3"
"Saturday","2020","3","8","17:30","veteran selatan","mamajang","TK","R2","R3"
"Sunday","2020","3","6","6:30","bulukunyi","makassar","TK","R3","Rro"
"Friday","2020","3","7","18:30","perintis kemerdekaan","biringkanaya","TK","R2","R3"
"Saturday","2020","3","7","17:45","tamangapa raya","manggala","TK","R2","R3"
"Saturday","2020","3","9","17:50","kapasa raya","biringkanaya","TK","R2","B"
"Monday","2020","3","7","22:00","gatot subroto","tallo","TK","Rro","TR"
"Saturday","2020","3","9","16:00","perintis kemerdekaan","tamalanrea","T","R2","NOV"
"Monday","2020","3","10","14:30","satelit i","biringkanaya","TK","R2","R3"
"Tuesday","2020","3","10","13:00","metro tanjung bunga","tamalate","T","R2","NOV"
"Tuesday","2020","3","7","20:00","perintis kemerdekaan","tamalanrea","TK","R2","R3"
"Saturday","2020","3","10","9:00","perintis kemerdekaan","biringkanaya","T","R2","NOV"
"Tuesday","2020","3","10","13:00","galangan kapal","tallo","TK","R2","Rro"
"Tuesday","2020","3","9","22:00","beruang","mamajang","TK","R3","R2"
"Monday","2020","3","12","7:30","perintis kemerdekaan","biringkanaya","TM","R2","NOV"
"Thursday","2020","3","11","0:30","sungai saddang baru","rappocini","TK","R2","R2"
"Wednesday","2020","3","12","7:10","sultan alauddin","rappocini","TM","TR","NOV"
"Thursday","2020","3","11","10:00","gunung bulusaraung","ujung pandang","TK","R2","R2"
"Wednesday","2020","3","9","14:30","pajaiang","biringkanaya","TK","R3","R2"
"Monday","2020","3","13","2:30","urip sumuharjo","panakkukang","TK","R2","R2"
"Friday","2020","3","13","23:30","pettarani","tamalate","TL","R2","NOV"
"Friday","2020","3","13","7:00","nuri","mariso","TK","R3","R2"
"Friday","2020","3","15","10:00","cendrawasih","mamajang","TK","R3","R2"
"Sunday","2020","3","15","13:45","urip sumuharjo","panakkukang","TL","R2","R2"
"Sunday","2020","3","16","0:11","letjen hertasning","rappocini","TL","R3","R2"
"Monday","2020","3","14","19:40","sam ratulangi","ujung pandang","TM","R3","NOV"
"Saturday","2020","3","14","13:00","kawasan pergudangan parangloe indah","tamalanrea","T","R2","NOV"
"Saturday","2020","3","16","9:00","monumen emmy saelan","rappocini","TL","R3","R3"
"Monday","2020","3","13","19:30","urip sumuharjo","panakkukang","TM","R2","NOV"
"Friday","2020","3","15","2:25","nikel raya","rappocini","TL","R3","R2"
"Sunday","2020","3","15","5:00","ujung bor","manggala","TK","R2","R3"
"Sunday","2020","3","14","23:30","urip sumuharjo","panakkukang","TK","R2","R2"
"Saturday","2020","3","17","15:30","urip sumuharjo","panakkukang","TL","R2","R2"
"Tuesday","2020","3","18","4:00","tamalate i","rappocini","TL","R2","R2"
"Wednesday","2020","3","17","15:00","perintis kemerdekaan","biringkanaya","TL","R3","NOV"
"Tuesday","2020","3","17","17:00","perintis kemerdekaan","biringkanaya","TK","R3","R2"
"Tuesday","2020","3","18","0:30","sanrangan","biringkanaya","T","R2","NOV"
"Wednesday","2020","3","18","11:45","galangan kapal","tallo","TL","R2","R2"
"Wednesday","2020","3","18","12:00","maccini kidul","makassar","TM","R3","NOV"
"Wednesday","2020","3","19","15:30","andalas","bontoala","TL","R3","R2"
"Thursday","2020","3","20","23:00","sunu","tallo","TK","R2","R2"
"Friday","2020","3","19","20:00","gunung latimojong","bontoala","TK","R2","R3"
"Thursday","2020","3","19","19:13","andi mappaoddang","tamalate","TL","R2","NOV"
"Thursday","2020","3","20","14:30","urip sumuharjo","panakkukang","TM","R2","NOV"
"Friday","2020","3","21","7:45","metro tanjung bunga","tamalate","TK","R2","R2"
"Saturday","2020","3","21","22:40","gunung bawakaraeng","makassar","TM","R2","NOV"
"Saturday","2020","3","20","8:30","perintis kemerdekaan","tamalanrea","TK","R3","R2"
"Friday","2020","3","22","19:45","goa ria","biringkanaya","TK","R2","R2"
"Sunday","2020","3","13","11:00","sam ratulangi","mamajang","TK","R3","R2"
"Friday","2020","3","24","22:15","penghibur","ujung pandang","TK","R2","R3"
"Tuesday","2020","3","22","17:00","dg. ramang","biringkanaya","TL","R2","R2"
"Sunday","2020","3","24","7:55","borong raya","manggala","TL","R3","R2"
"Tuesday","2020","3","26","2:15","ali malaka","ujung pandang","TK","R2","R3"
"Thursday","2020","3","25","10:45","dg. ramang","biringkanaya","TL","R3","NOV"
"Wednesday","2020","3","25","16:15","perintis kemerdekaan","tamalanrea","TK","R3","R2"
"Wednesday","2020","3","25","8:30","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Wednesday","2020","3","27","20:00","flamboyan","tamalate","T","R2","NOV"
"Friday","2020","3","27","16:30","perintis kemerdekaan","biringkanaya","TK","R2","R3"
"Friday","2020","3","26","18:30","perintis kemerdekaan","biringkanaya","TL","R2","R2"
"Thursday","2020","3","28","5:00","teuku umar raya","tallo","TK","R2","R2"
"Saturday","2020","3","24","21:00","pettarani","rappocini","TK","R3","R2"
"Tuesday","2020","3","29","23:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Sunday","2020","3","29","20:00","pettarani","rappocini","OC","R2","NOV"
"Sunday","2020","3","30","6:00","urip sumuharjo","panakkukang","TL","R2","R2"
"Monday","2020","3","29","4:30","insinyur sutami","biringkanaya","T","R2","NOV"
"Sunday","2020","1","4","7:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Saturday","2020","3","30","13:40","perintis kemerdekaan","tamalanrea","TK","R2","R3"
"Monday","2020","3","30","15:00","perintis kemerdekaan","biringkanaya","TK","R2","R3"
"Monday","2020","3","29","13:00","insinyur sutami","tamalanrea","TK","R3","R3"
"Sunday","2020","4","3","1:30","perintis kemerdekaan","tamalanrea","T","R2","NOV"
"Friday","2020","4","4","3:50","abdullah daeng sirua","panakkukang","T","R2","NOV"
"Saturday","2020","4","3","7:15","gunung bawakaraeng","ujung pandang","TK","R2","R3"
"Friday","2020","4","3","14:00","nusa tamalanrea indah","tamalanrea","T","R2","NOV"
"Friday","2020","4","4","0:30","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Saturday","2020","4","3","0:25","goa ria","biringkanaya","TL","R2","R3"
"Friday","2020","4","3","20:00","korban 40.000 jiwa","tallo","T","R2","NOV"
"Friday","2020","4","5","19:00","monumen emmy saelan","rappocini","T","R2","NOV"
"Sunday","2020","4","4","18:00","metro tanjung bunga","tamalate","T","R2","NOV"
"Saturday","2020","4","6","15:30","insinyur sutami","tamalanrea","T","R2","NOV"
"Monday","2020","4","7","7:00","perintis kemerdekaan","tamalanrea","TL","R2","NOV"
"Tuesday","2020","4","9","9:00","veteran selatan","mamajang","TL","R2","NOV"
"Thursday","2020","4","9","14:30","borong raya","manggala","T","R2","NOV"
"Thursday","2020","4","10","9:00","insinyur sutami","tamalanrea","TK","R2","TR"
"Friday","2020","4","9","19:00","borong raya","manggala","TK","R2","R3"
"Thursday","2020","4","10","17:00","aroepala","rappocini","TM","R2","NOV"
"Friday","2020","4","8","15:30","urip sumuharjo","panakkukang","TM","R2","NOV"
"Wednesday","2020","4","11","14:00","insinyur sutami","biringkanaya","TK","R2","TR"
"Saturday","2020","4","11","15:30","urip sumuharjo","panakkukang","TL","R2","R2"
"Saturday","2020","4","12","18:10","daeng tata raya","tamalate","TK","R2","R2"
"Sunday","2020","4","12","10:30","veteran utara","makassar","TK","R2","R2"
"Sunday","2020","4","10","2:10","karunrung raya","rappocini","TM","R2","NOV"
"Friday","2020","4","11","19:30","gunung bawakaraeng","makassar","T","R2","NOV"
"Saturday","2020","4","13","5:20","kapasa raya","tamalanrea","TL","R3","R2"
"Monday","2020","4","12","13:30","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Sunday","2020","4","13","5:30","serigala","mamajang","TK","R2","TR"
"Monday","2020","4","14","9:00","urip sumuharjo","panakkukang","T","R2","NOV"
"Tuesday","2020","4","13","15:00","komp. unhas","tallo","TL","R2","NOV"
"Monday","2020","4","13","23:30","inspeksi pam","manggala","TK","R2","R2"
"Monday","2020","4","14","16:10","tamalanrea raya","tamalanrea","T","R2","NOV"
"Tuesday","2020","4","15","8:00","kawasan pergudangan parangloe indah","tamalanrea","TK","R2","R3"
"Wednesday","2020","4","13","14:00","sukaria i","panakkukang","T","R2","NOV"
"Monday","2020","4","14","9:00","aroepala","rappocini","T","R2","NOV"
"Tuesday","2020","4","15","12:00","insinyur sutami","biringkanaya","T","R2","NOV"
"Wednesday","2020","4","16","0:15","bumi karsa","panakkukang","TK","R2","R2"
"Thursday","2020","4","16","13:00","insinyur sutami","tamalanrea","T","R2","NOV"
"Thursday","2020","4","17","8:00","urip sumuharjo","panakkukang","TL","R2","R2"
"Friday","2020","4","17","4:00","veteran utara","makassar","TK","B2","R2"
"Friday","2020","4","17","6:45","veteran utara","makassar","TL","R3","R2"
"Friday","2020","4","16","16:00","perintis kemerdekaan","tamalanrea","TK","Rro","R2"
"Thursday","2020","4","17","20:00","datuk ribandang","tallo","TM","R3","NOV"
"Friday","2020","4","20","6:00","abu bakar lambogo","makassar","T","R2","NOV"
"Monday","2020","4","19","19:00","sultan alauddin","rappocini","TL","R2","R2"
"Sunday","2020","4","20","5:30","gontang raya","tamalate","T","R2","NOV"
"Monday","2020","4","21","5:30","gunung bawakaraeng","makassar","TM","TR","NOV"
"Tuesday","2020","4","21","12:00","citra sudiang indah","biringkanaya","T","R2","NOV"
"Tuesday","2020","4","22","8:15","topaz raya","panakkukang","TK","R3","R2"
"Wednesday","2020","4","21","18:15","kartini","ujung pandang","TK","R3","R2"
"Tuesday","2020","4","24","7:00","paccerakkang","biringkanaya","TK","R2","R2"
"Friday","2020","4","23","6:45","letjen hertasning","rappocini","TK","R2","R2"
"Thursday","2020","4","23","2:00","sungai saddang","ujung pandang","TK","R2","R2"
"Thursday","2020","4","25","10:30","dr. leimena","panakkukang","T","R2","NOV"
"Saturday","2020","4","23","19:30","gunung latimojong","makassar","TL","R2","NOV"
"Thursday","2020","4","25","14:00","abu bakar lambogo","makassar","TL","R2","R2"
"Saturday","2020","4","26","6:30","pajaiang","biringkanaya","T","R2","NOV"
"Sunday","2020","4","26","13:30","letjen hertasning","panakkukang","TL","R2","R2"
"Sunday","2020","4","24","10:00","urip sumuharjo","panakkukang","TK","R2","R2"
"Friday","2020","4","26","10:00","maccini raya","makassar","T","R2","NOV"
"Sunday","2020","4","16","14:30","abu bakar lambogo","makassar","TK","R2","R2"
"Thursday","2020","4","29","19:30","pettarani","panakkukang","TL","TR","R2"
"Wednesday","2020","4","29","13:30","batara bira","biringkanaya","TK","R3","R2"
"Wednesday","2020","4","29","14:30","manuruki","biringkanaya","TK","R2","R2"
"Wednesday","2020","4","30","12:00","perintis kemerdekaan","tamalanrea","TL","R3","R3"
"Thursday","2020","4","30","17:45","tamalanrea raya","tamalanrea","TK","R2","R2"
"Thursday","2020","5","1","2:00","perumnas raya","manggala","T","R2","NOV"
"Friday","2020","5","1","16:00","nuri baru","mariso","TK","R2","R2"
"Friday","2020","4","30","13:00","urip sumuharjo","panakkukang","TL","R2","NOV"
"Thursday","2020","5","2","7:30","metro tanjung bunga","tamalate","TK","R3","R3"
"Saturday","2020","5","3","20:00","berua raya","biringkanaya","TK","R3","R2"
"Sunday","2020","4","30","8:00","kandea iii","bontoala","TK","R2","R2"
"Thursday","2020","5","2","20:00","teuku umar raya","tallo","TK","R2","R2"
"Saturday","2020","5","3","16:00","kumala","tamalate","TL","R2","R2"
"Sunday","2020","5","5","13:40","a. makassau","ujung pandang","TK","R3","R3"
"Tuesday","2020","5","5","9:00","perintis kemerdekaan","tamalanrea","TM","R3","NOV"
"Tuesday","2020","5","5","13:30","galangan kapal","tallo","TK","TR","R2"
"Tuesday","2020","5","6","17:05","aroepala","rappocini","TK","R2","R3"
"Wednesday","2020","5","8","8:00","sawerigading","ujung pandang","TK","R2","R2"
"Friday","2020","5","8","18:00","toddopuli 10","manggala","TK","R2","R2"
"Friday","2020","5","6","14:00","janggo paropo","panakkukang","TK","R2","R2"
"Wednesday","2020","5","9","18:30","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Saturday","2020","5","10","0:30","daeng regge","tallo","TM","R2","NOV"
"Sunday","2020","5","10","5:45","abu bakar lambogo","makassar","TK","R2","R3"
"Sunday","2020","3","4","17:05","waduk tunggu pampang","manggala","TM","R2","NOV"
"Wednesday","2020","5","9","23:00","pengayoman","panakkukang","T","R2","NOV"
"Saturday","2020","5","11","18:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Monday","2020","5","12","20:10","korban 40.000 jiwa","tallo","T","R2","NOV"
"Tuesday","2020","5","13","11:25","paccerakkang","biringkanaya","TK","R2","R2"
"Wednesday","2020","5","13","19:30","korban 40.000 jiwa","tallo","T","R2","NOV"
"Wednesday","2020","5","14","9:00","urip sumuharjo","panakkukang","TM","R2","NOV"
"Thursday","2020","5","14","21:00","borong raya","manggala","TK","R3","R2"
"Thursday","2020","5","15","19:30","perintis kemerdekaan","biringkanaya","TL","R2","R2"
"Friday","2020","5","15","12:00","anggrek","mariso","T","R2","NOV"
"Friday","2020","5","16","8:40","goa ria","biringkanaya","T","R2","NOV"
"Saturday","2020","5","16","14:00","jenderal ahmad yani","wajo","TK","R2","R3"
"Saturday","2020","5","17","1:30","kesatuan","makassar","T","R2","NOV"
"Sunday","2020","5","17","10:30","perintis kemerdekaan","tamalanrea","T","R2","NOV"
"Sunday","2020","5","17","23:00","tamangapa raya","manggala","TK","R2","R2"
"Sunday","2020","5","18","8:30","metro tanjung bunga","mariso","T","R2","NOV"
"Monday","2020","5","19","2:45","urip sumuharjo","panakkukang","TB","R2","R2"
"Tuesday","2020","5","18","11:00","kumala","tamalate","TK","R3","R4"
"Monday","2020","5","19","0:50","perintis kemerdekaan","tamalanrea","T","R2","NOV"
"Tuesday","2020","5","17","20:05","veteran selatan","mamajang","TK","R2","R3"
"Sunday","2020","5","17","21:30","sultan alauddin","tamalate","TL","R2","R2"
"Sunday","2020","5","18","22:30","maccini baru","makassar","TK","R2","R3"
"Monday","2020","5","19","18:00","metro tanjung bunga","tamalate","T","R2","NOV"
"Tuesday","2020","5","19","22:00","pelita raya","rappocini","T","R2","NOV"
"Tuesday","2020","5","21","2:00","goa ria","biringkanaya","TL","R2","NOV"
"Thursday","2020","5","20","18:30","borong raya","manggala","TK","R2","R3"
"Wednesday","2020","5","21","13:35","pajukukang","tamalate","TK","R2","R2"
"Thursday","2020","5","21","17:15","aroepala","rappocini","TK","R3","R2"
"Thursday","2020","5","20","14:10","waduk tunggu pampang","manggala","T","R2","NOV"
"Wednesday","2020","5","22","20:30","insinyur sutami","tamalanrea","T","R3","NOV"
"Friday","2020","5","22","8:00","bandang","bontoala","TK","R2","R2"
"Friday","2020","5","23","1:30","perintis kemerdekaan","biringkanaya","T","R2","NOV"
"Saturday","2020","5","25","9:40","kima raya","biringkanaya","T","R2","NOV"
"Monday","2020","5","25","16:30","mapala","rappocini","TK","R2","R2"
"Monday","2020","5","23","15:20","lanto daeng pasewang","mamajang","TK","R2","R2"
"Saturday","2020","5","25","10:00","sam ratulangi","mamajang","TK","R2","R3"
"Monday","2020","5","24","13:30","urip sumuharjo","panakkukang","T","R2","NOV"
"Sunday","2020","5","26","18:20","gunung bawakaraeng","bontoala","TK","R2","R2"
"Tuesday","2020","5","26","21:00","aroepala","rappocini","T","R2","NOV"
"Tuesday","2020","5","25","23:00","bonto duri","tamalate","T","R2","NOV"
"Monday","2020","5","25","13:00","nipa nipa","manggala","T","R2","NOV"
"Monday","2020","5","26","20:00","metro tanjung bunga","tamalate","TK","R2","R3"
"Tuesday","2020","5","28","12:45","perintis kemerdekaan","biringkanaya","TK","R3","R2"
"Thursday","2020","5","28","17:00","boulevard","panakkukang","TK","R3","B2"
"Thursday","2020","5","27","21:31","cilallang","rappocini","T","R2","NOV"
"Wednesday","2020","5","28","14:30","perintis kemerdekaan","panakkukang","TM","R2","NOV"
"Thursday","2020","5","27","7:30","poros perumnas sudiang","biringkanaya","T","R2","NOV"
"Wednesday","2020","5","28","18:30","letjen hertasning","rappocini","TL","R3","R2"
"Thursday","2020","5","29","22:30","perintis kemerdekaan","biringkanaya","T","R2","NOV"
"Friday","2020","2","10","6:50","pajukukang","tamalate","TL","R2","TR"
"Monday","2020","5","28","14:50","andi tonro","tamalate","TL","R2","R2"
"Thursday","2020","5","29","19:45","urip sumuharjo","panakkukang","OC","R2","NOV"
"Friday","2020","5","30","16:50","perintis kemerdekaan","biringkanaya","TK","R2","M"
"Saturday","2020","5","31","15:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Sunday","2020","6","1","15:00","urip sumuharjo","panakkukang","OC","R2","NOV"
"Monday","2020","5","29","3:30","pettarani","panakkukang","OC","R2","NOV"
"Friday","2020","5","31","12:30","veteran utara","bontoala","TK","R2","R2"
"Sunday","2020","5","31","0:05","urip sumuharjo","panakkukang","OC","R3","NOV"
"Sunday","2020","6","3","7:30","haji bau","ujung pandang","TK","R3","R3"
"Wednesday","2020","6","2","18:00","lembo","tallo","OC","R2","NOV"
"Tuesday","2020","5","19","10:30","nuri","mariso","TK","R2","R2"
"Tuesday","2020","6","3","4:30","urip sumuharjo","panakkukang","OC","R2","NOV"
"Wednesday","2020","6","3","13:00","pettarani","panakkukang","TK","R2","R2"
"Wednesday","2020","6","4","15:30","abu bakar lambogo","makassar","OC","R2","NOV"
"Thursday","2020","6","5","4:30","minasa upa","rappocini","TK","R2","R3"
"Friday","2020","6","5","16:49","insinyur sutami","tamalanrea","TK","TR","R2"
"Friday","2020","6","7","0:15","pettarani","panakkukang","TL","R2","NOV"
"Sunday","2020","6","6","20:00","goa ria","biringkanaya","TK","R2","R3"
"Saturday","2020","6","6","9:30","toddopuli raya","panakkukang","TM","R3","NOV"
"Saturday","2020","6","6","22:30","insinyur sutami","tamalanrea","TK","R2","TR"
"Saturday","2020","6","7","11:00","veteran utara","bontoala","TK","R2","R4"
"Sunday","2020","6","8","18:30","toddopuli raya","rappocini","TM","TR","NOV"
"Monday","2020","6","8","2:30","kawasan pergudangan parangloe indah","tamalanrea","OC","R2","NOV"
"Monday","2020","6","8","11:45","inspeksi pam","manggala","OC","R2","NOV"
"Monday","2020","6","7","20:15","insinyur sutami","biringkanaya","TK","R2","R2"
"Sunday","2020","6","8","13:30","sunu","tallo","TK","R2","R2"
"Monday","2020","6","9","14:15","teuku umar raya","tallo","TK","R3","TR"
"Tuesday","2020","6","9","2:30","letjen hertasning","rappocini","OC","R2","NOV"
"Tuesday","2020","6","10","9:00","biring romang","tamalanrea","OC","R2","NOV"
"Wednesday","2020","6","10","22:00","daeng tata raya iii","tamalate","TK","R2","R3"
"Wednesday","2020","6","11","8:00","bungaejaya","bontoala","TL","R2","NOV"
"Thursday","2020","6","13","7:00","arief rate","ujung pandang","OC","R2","NOV"
"Saturday","2020","6","10","20:30","sunu","bontoala","TK","R2","R2"
"Wednesday","2020","6","11","20:00","urip sumuharjo","panakkukang","TK","R2","R2"
"Thursday","2020","6","14","11:00","nipa nipa","manggala","TL","R2","R2"
"Sunday","2020","6","13","19:30","cendrawasih","tamalate","TL","R2","R2"
"Saturday","2020","6","14","17:30","perintis kemerdekaan","biringkanaya","TK","R3","R3"
"Sunday","2020","6","14","2:00","naja dg. nai","tallo","TM","R2","NOV"
"Sunday","2020","6","15","22:15","tinumbu","bontoala","TK","R2","R2"
"Monday","2020","6","16","23:30","perintis kemerdekaan","biringkanaya","TK","R2","R3"
"Tuesday","2020","6","11","18:00","laikang","biringkanaya","TK","R2","R2"
"Thursday","2020","6","15","17:00","pettarani","panakkukang","TL","R2","R2"
"Monday","2020","6","21","21:00","insinyur sutami","tallo","TL","R3","R3"
"Sunday","2020","6","20","18:20","nuri","mariso","TL","R2","R2"
"Saturday","2020","6","16","17:30","veteran utara","makassar","TK","R2","Rro"
"Tuesday","2020","6","18","0:30","cendrawasih","mamajang","OC","R2","NOV"
"Thursday","2020","6","22","20:00","metro tanjung bunga","mariso","OC","R2","NOV"
"Monday","2020","6","23","1:00","manyikkoaya","biringkanaya","OC","R2","NOV"
"Tuesday","2020","6","23","14:20","selayar","biringkanaya","OC","R2","NOV"
"Tuesday","2020","6","24","0:15","veteran utara","bontoala","TK","TR","R2"
"Wednesday","2020","6","22","18:20","gunung bawakaraeng","bontoala","TK","R3","R2"
